source,id_str,text,is_retweet,retweet_count,favorite_count
Twitter for iPhone,9.40E+17,"It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum &amp; the Mississippi Civil Rights Museum. We pay solemn tribute to our heroes of the past &amp; dedicate ourselves to building a future of freedom, equality, justice &amp; peace. https://t.co/5AkgVpV8aa",FALSE,14844,66079
Twitter for iPhone,9.40E+17,"Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS. Look forward to seeing the new Civil Rights Museum!",FALSE,10642,59761
Twitter for iPhone,9.39E+17,"CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!",FALSE,37477,148043
Twitter for iPhone,9.39E+17,"Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his “mistake”). Watch to see if @CNN fires those responsible, or was it just gross incompetence?",FALSE,23857,92778
Twitter for iPhone,9.39E+17,"A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country.",FALSE,13914,60349
Twitter for iPhone,9.39E+17,"GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and really smart. They definitely get what’s going on. Thank you Pensacola!",FALSE,14097,74724
Twitter for iPhone,9.39E+17,"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION UNDER GOD! https://t.co/r2ITtWwfVs",FALSE,17053,70174
Twitter for iPhone,9.39E+17,"This is your land, this is your home, and it's your voice that matters the most. So speak up, be heard, and fight, fight, fight for the change you've been waiting for your entire life!

MERRY CHRISTMAS and THANK YOU Pensacola, Florida! https://t.co/geWGzpzRp6",FALSE,21490,78833
Twitter for iPhone,9.39E+17,Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV,FALSE,7114,40983
Twitter for iPhone,9.39E+17,"On my way to Pensacola, Florida. See everyone soon! #MAGA https://t.co/ijwxVSYQ52",FALSE,8132,49974
Twitter for iPhone,9.39E+17,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...”
@SecretaryAcosta @USDOL https://t.co/vou28s0yHN",FALSE,18091,65637
Twitter for iPhone,9.39E+17,MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7,FALSE,15030,67699
Twitter for iPhone,9.39E+17,"Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating!",FALSE,22929,99072
Twitter for iPhone,9.39E+17,"LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. He’s bad on Crime, Life, Border, Vets, Guns &amp; Military. VOTE ROY MOORE!",FALSE,19820,75894
Twitter for iPhone,9.39E+17,"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!",FALSE,15771,80230
Twitter for iPhone,9.39E+17,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ,FALSE,55482,153721
Twitter for iPhone,9.39E+17,"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish them all a very #HappyHanukkah
https://t.co/wyPkpTsP1i https://t.co/XhNXZSBEC8",FALSE,10311,49440
Twitter for iPhone,9.39E+17,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by America’s friends and foes alike:
“REMEMBER PEARL HARBOR.” https://t.co/dfev02TwIr",FALSE,13861,63766
Twitter for iPhone,9.39E+17,"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES, and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice. https://t.co/x5LDl25o30",FALSE,12949,62267
Twitter for iPhone,9.39E+17,"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day. https://t.co/LkXsBx2JF8 https://t.co/ogmpydr5LK",FALSE,10819,55663
